status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
1,0.94,2,6,1.9,1,2,4,2,1,4,2,1.38,3,2,1,3,2,1,2,0
2,1.02,4,9,2.05,3,3,2,3,1,4,3,1.2,1,2,1,3,2,1,2,1
2,1.17,2,0,1.96,1,2,4,3,1,2,1,1.16,1,2,1,2,2,1,2,0
2,1.02,2,3,1.9,1,5,4,3,1,3,3,1.29,3,2,1,3,1,1,2,0
4,1.32,2,3,2.18,5,4,2,4,1,4,2,1.22,3,1,1,3,2,2,2,1
4,1.17,4,3,2.14,1,2,3,4,1,3,4,1.35,3,3,3,3,2,2,2,1
2,1.17,2,10,2.23,1,3,2,3,2,3,3,1.22,1,2,2,4,2,2,2,0
3,1.28,2,3,2.11,1,3,2,3,1,2,1,1.16,3,2,1,3,2,2,2,1
4,0.91,4,3,1.95,2,1,4,2,1,4,1,1.4,3,2,3,2,2,1,2,1
2,1.41,3,3,2.19,5,3,1,3,1,1,1,1.2,3,2,1,2,2,1,2,1
4,0.94,2,0,1.95,1,3,3,4,1,2,1,1.2,3,2,2,3,2,2,2,1
4,1.17,4,1,2.04,5,4,4,3,1,4,3,1.33,3,2,2,3,1,2,2,1
2,1.28,2,0,2.24,5,3,1,3,1,4,4,1.29,1,3,1,3,2,2,2,0
1,0.83,2,0,1.98,1,2,3,3,1,2,4,1.2,3,3,1,4,2,2,2,0
1,1.13,4,0,2.0,1,5,4,4,1,3,3,1.23,3,2,2,3,2,2,2,1
2,1.13,4,2,2.07,4,4,3,3,1,2,3,1.25,3,2,2,3,2,2,2,1
2,0.67,2,3,1.82,1,4,3,4,3,3,1,1.21,1,2,1,2,2,1,2,1
4,1.17,4,1,2.12,5,4,3,3,1,4,2,1.33,3,2,2,3,2,2,2,1
1,1.02,4,2,1.99,1,5,4,3,1,4,3,1.34,3,2,2,3,1,2,2,1
1,1.08,2,2,2.07,4,3,4,3,1,2,3,1.21,3,2,1,3,2,1,2,1
4,1.08,2,3,1.99,1,2,3,4,1,4,1,1.31,3,2,1,3,2,2,2,1
2,1.17,3,3,1.99,2,4,3,2,1,2,2,1.16,3,1,2,3,2,2,2,1
2,1.08,2,2,2.02,5,2,4,2,1,3,1,1.2,3,1,1,3,2,1,2,0
4,1.17,2,3,2.02,2,3,4,3,1,4,3,1.22,3,1,1,4,2,2,2,1
2,0.94,2,0,2.03,1,4,3,3,1,4,2,1.23,3,1,1,3,1,2,2,1
1,1.17,1,2,2.07,3,3,4,3,1,4,1,1.14,2,2,1,3,2,2,2,1
4,1.17,4,6,2.0,1,5,4,3,1,4,4,1.39,3,3,2,3,1,1,2,1
1,0.94,2,0,1.96,1,3,4,2,1,2,1,1.17,3,2,1,2,2,1,2,0
3,0.67,4,0,1.97,1,5,1,3,1,4,1,1.35,3,2,2,3,1,1,1,1
4,0.94,4,0,1.97,1,5,4,3,1,4,1,1.42,3,2,2,2,2,1,2,1
1,1.13,3,6,2.1,1,2,2,3,1,1,2,1.19,2,2,2,3,2,1,2,0
2,0.94,2,5,1.87,1,3,4,3,1,2,3,1.23,3,2,1,3,2,1,2,0
1,0.94,2,2,1.87,1,5,4,2,1,4,2,1.17,3,1,1,3,2,1,2,1
4,0.83,4,0,1.96,1,3,3,3,1,1,1,1.23,3,2,2,3,2,1,2,1
4,0.67,2,6,1.99,1,2,1,2,1,2,4,1.4,3,2,1,3,2,1,2,1
4,1.08,4,6,2.02,2,3,4,2,1,2,1,1.23,3,2,2,3,2,1,2,0
4,1.23,2,3,2.02,5,5,4,3,1,4,3,1.41,3,2,1,3,2,2,2,1
2,0.67,2,3,1.94,1,5,4,3,1,4,3,1.21,3,2,1,3,1,1,2,1
4,1.02,3,1,2.1,1,2,1,2,1,2,2,1.35,3,2,2,2,2,1,2,1
2,0.73,2,3,2.05,1,2,1,2,3,1,1,1.34,3,2,1,3,2,1,2,1
2,1.13,4,9,2.1,1,4,2,3,1,3,2,1.2,3,2,2,3,2,1,2,1
1,1.17,2,1,2.08,1,4,2,3,1,1,4,1.27,3,3,1,4,2,2,2,1
4,1.02,2,6,2.13,2,3,3,3,1,2,2,1.31,3,2,1,4,2,2,2,0
4,1.36,4,1,2.07,5,5,4,3,1,3,3,1.3,3,2,2,3,1,2,2,1
2,1.17,2,3,2.14,5,5,2,2,1,4,3,1.32,3,2,1,3,2,2,2,1
3,1.17,4,0,1.97,5,4,4,3,1,2,1,1.29,1,2,2,2,1,1,2,0
4,0.87,2,0,1.97,5,5,4,3,2,2,2,1.34,3,2,1,2,2,1,1,1
1,0.94,4,0,2.04,1,3,4,3,1,2,2,1.23,3,2,2,3,2,1,2,1
4,0.94,2,2,1.89,1,3,4,2,1,1,1,1.19,3,2,1,3,2,2,2,1
2,0.94,2,3,1.95,1,5,3,4,3,3,1,1.31,1,2,2,2,2,1,2,1
1,0.94,3,0,1.97,1,3,4,3,1,2,1,1.33,3,2,2,2,1,1,2,1
1,1.34,0,9,2.24,1,5,2,3,1,4,3,1.22,3,1,2,3,2,1,2,0
1,1.17,2,0,2.09,1,2,4,2,1,1,2,1.2,3,2,1,3,2,1,2,0
1,0.94,2,0,1.97,1,2,3,2,1,1,1,1.29,1,2,1,2,2,1,2,0
2,1.28,3,0,2.19,1,3,2,2,1,2,2,1.39,3,1,1,3,2,1,2,1
1,1.23,2,5,2.24,1,2,1,1,1,1,4,1.27,1,2,1,2,2,2,2,0
1,1.02,2,4,1.97,5,3,4,2,1,2,3,1.17,3,1,1,3,2,1,2,0
4,0.94,4,3,2.0,1,5,2,3,1,4,1,1.43,3,2,2,2,2,2,2,1
4,1.17,4,0,2.06,2,4,4,4,1,3,2,1.2,3,2,2,3,2,2,2,1
4,1.28,4,9,2.17,5,5,4,3,1,4,1,1.28,3,2,2,3,2,1,2,1
4,1.28,2,3,2.11,5,5,2,2,1,4,1,1.34,3,2,1,2,2,2,2,1
4,0.94,4,3,1.96,5,5,4,2,1,2,1,1.3,3,2,2,3,2,2,2,1
2,0.67,1,6,1.8,4,2,4,2,1,2,2,1.17,1,1,1,3,1,1,2,0
2,1.28,2,5,2.05,1,2,4,3,1,1,4,1.26,3,1,1,2,2,1,2,0
1,0.94,2,2,1.97,1,3,4,3,3,1,2,1.13,3,2,1,2,2,1,2,1
4,0.94,4,3,1.93,5,5,4,3,1,4,3,1.28,3,2,2,3,2,1,2,1
4,1.08,4,3,2.05,1,3,2,2,1,2,3,1.19,3,2,2,3,2,1,2,1
4,1.08,2,2,2.06,1,3,3,3,1,4,1,1.33,3,2,1,3,2,2,2,1
1,0.67,4,3,1.76,3,5,4,3,1,4,3,1.38,3,2,2,3,2,1,2,1
2,1.39,0,9,2.27,1,2,3,3,1,4,4,1.41,3,1,1,3,2,2,2,0
4,0.94,4,2,2.0,4,4,3,2,1,2,2,1.28,3,2,1,3,2,1,2,1
2,1.17,4,0,2.11,2,2,4,1,1,2,3,1.29,3,2,1,3,2,2,2,1
2,0.94,2,1,2.03,5,3,4,3,1,2,3,1.23,3,2,1,3,2,1,2,1
2,1.23,2,2,2.1,2,3,2,2,2,4,3,1.13,1,1,1,3,2,1,2,0
2,0.79,2,9,1.92,1,2,3,4,1,2,1,1.19,3,2,1,3,2,2,2,1
4,1.41,2,0,2.22,1,5,2,3,1,4,2,1.32,3,2,1,4,2,2,2,1
2,1.28,3,9,2.22,2,4,1,3,1,3,2,1.24,3,2,2,2,1,2,2,1
3,0.94,2,2,2.04,1,3,1,2,1,2,3,1.35,3,2,1,2,2,1,2,1
4,1.36,4,1,2.24,2,3,2,2,1,4,3,1.17,3,1,2,2,2,1,2,0
1,0.94,4,2,2.04,1,5,3,3,1,3,2,1.41,3,2,2,3,2,1,2,0
2,0.94,2,0,2.16,1,4,2,3,1,2,3,1.25,3,2,1,3,2,1,2,1
2,1.17,4,2,2.14,1,2,2,2,1,4,3,1.18,1,2,1,2,2,1,2,0
2,1.2,0,9,2.2,1,5,2,2,1,4,4,1.32,2,3,2,4,2,2,2,0
1,1.28,1,2,2.07,1,5,4,3,1,4,3,1.24,1,2,1,3,2,1,2,0
1,1.36,0,2,2.18,1,3,3,3,1,4,4,1.38,3,3,2,3,1,1,2,0
4,1.14,2,3,2.07,3,5,3,3,1,4,3,1.31,3,2,1,3,2,1,2,1
3,1.23,4,3,2.1,5,5,4,3,1,4,2,1.36,2,2,2,2,2,1,2,1
1,1.11,2,2,2.04,5,4,4,3,1,4,3,1.31,3,2,1,3,2,2,2,1
4,0.94,4,2,2.16,5,5,2,3,1,4,2,1.36,3,1,1,3,2,2,1,1
3,0.94,4,0,1.92,3,4,4,4,1,2,1,1.21,3,2,3,3,2,2,2,0
4,1.17,2,8,1.92,1,2,4,4,1,3,3,1.2,3,2,2,2,2,1,2,1
2,1.08,4,0,1.94,1,5,3,3,3,3,1,1.23,3,2,2,3,2,1,2,0
2,1.08,2,9,2.06,2,3,4,3,1,4,3,1.27,3,2,1,3,2,1,2,1
4,1.08,2,9,2.0,2,3,3,2,1,4,2,1.17,3,1,1,2,2,1,2,1
4,0.94,4,9,2.05,1,1,4,3,1,2,3,1.32,2,2,2,4,2,2,2,0
1,0.94,0,0,1.94,1,3,4,3,1,4,3,1.36,1,2,2,3,2,1,2,0
2,1.17,2,3,2.11,3,1,1,2,1,4,4,1.16,3,1,1,1,2,1,2,1
4,0.87,4,0,1.96,1,5,3,3,1,4,1,1.25,3,2,2,2,1,1,1,1
1,0.67,4,3,1.96,5,5,4,3,1,4,1,1.44,3,2,2,3,2,2,2,1
4,0.67,4,0,1.77,2,3,4,2,1,4,3,1.38,3,2,2,2,2,1,2,1
4,0.87,2,0,2.0,3,3,3,3,1,2,4,1.31,3,1,1,2,1,1,1,1
4,0.91,4,0,1.98,1,2,4,2,1,4,3,1.28,3,2,2,4,2,1,2,1
2,0.94,4,1,2.01,2,2,3,3,1,4,2,1.34,3,2,1,3,2,1,2,1
4,1.28,3,3,2.13,1,3,4,3,1,2,3,1.19,3,2,2,4,2,2,2,0
4,1.02,4,3,1.97,3,3,2,4,1,2,2,1.35,3,2,2,2,2,1,2,1
2,0.87,1,3,1.94,1,3,4,3,1,4,1,1.16,2,2,1,2,2,1,2,1
1,1.17,2,0,1.92,5,5,4,2,1,2,3,1.22,1,2,1,3,2,1,2,0
2,1.28,2,1,2.21,1,2,1,4,1,4,3,1.21,3,1,1,4,2,2,2,0
3,0.87,2,2,1.97,1,2,4,2,1,2,2,1.16,3,2,1,3,2,1,2,1
2,0.94,2,3,1.97,1,2,2,3,1,1,3,1.14,3,2,1,3,2,1,2,0
1,1.23,2,2,2.17,5,5,4,3,1,4,2,1.24,3,2,1,3,2,1,2,0
2,1.08,0,0,2.05,2,2,3,2,1,3,3,1.21,3,2,2,3,2,1,2,0
4,1.17,4,9,2.12,2,3,3,3,1,3,2,1.2,3,2,2,2,2,2,2,1
1,1.13,2,2,2.1,1,4,1,2,1,4,3,1.19,3,1,1,2,2,1,2,1
4,0.87,2,8,1.92,5,4,4,2,1,3,2,1.31,3,2,1,3,2,2,2,1
4,1.17,2,0,1.96,1,2,4,4,1,2,1,1.21,3,2,1,3,2,1,2,1
1,1.23,2,1,2.11,1,3,4,1,1,4,2,1.31,3,2,1,4,2,2,2,1
2,1.08,2,3,1.91,1,3,4,4,3,2,1,1.18,3,2,1,2,2,1,2,1
4,0.94,2,6,1.98,1,5,4,3,1,4,2,1.35,1,2,3,3,1,2,2,1
1,1.17,2,0,1.98,5,3,4,2,1,2,2,1.28,3,2,1,3,2,1,2,0
3,0.94,2,3,2.08,1,3,3,4,1,1,3,1.17,3,2,1,3,2,1,2,1
2,0.67,2,3,1.85,1,2,3,4,1,3,1,1.19,3,2,1,2,2,1,1,1
1,1.28,3,6,2.18,1,3,4,3,1,3,2,1.22,2,2,1,3,2,2,2,0
1,1.08,2,1,2.19,5,5,1,3,1,4,2,1.37,3,3,1,3,1,2,2,0
4,1.17,4,3,2.07,2,5,3,3,1,4,1,1.28,3,2,1,3,1,2,2,1
1,1.28,2,0,2.02,1,2,4,2,1,4,3,1.27,3,2,1,3,2,2,2,0
1,1.17,2,3,2.1,1,3,2,2,1,4,3,1.21,3,2,1,3,2,1,2,1
1,0.94,2,2,2.06,1,3,2,1,1,1,3,1.32,3,2,1,3,2,1,2,1
1,0.67,4,2,2.02,1,1,4,3,1,4,4,1.28,3,3,3,4,2,2,2,1
1,1.17,2,3,2.05,1,2,4,2,1,4,1,1.28,3,2,1,3,2,2,2,0
1,1.02,0,0,1.93,1,5,4,3,1,3,3,1.26,3,1,2,3,1,1,2,0
4,1.08,4,2,2.02,1,3,4,2,1,2,4,1.21,3,2,2,3,2,1,2,1
4,1.02,2,1,2.11,2,2,1,2,1,4,3,1.16,3,2,1,3,2,2,2,1
4,1.13,3,1,2.08,1,3,3,3,1,2,1,1.21,2,2,2,2,2,1,2,1
4,1.17,4,9,2.13,1,3,3,3,1,2,1,1.46,3,2,1,4,2,2,2,1
